year,crimetype,violent,arrest,domestic,commarea,location
2006,theft,0,1,0,25,STREET
2006,simpleasslt,1,0,0,65,RESTAURANT
2006,robbery,1,0,0,71,STREET
2006,mvtheft,0,0,0,19,STREET
2006,narcotics,0,1,0,23,STREET
2006,other,0,1,0,30,SIDEWALK
2006,theft,0,0,0,7,STREET
2006,vandalism,0,1,0,71,RESTAURANT
2006,trespass,0,1,0,56,STREET
2006,theft,0,0,0,65,GROCERY FOOD STORE
2006,theft,0,0,0,75,RESIDENCE
2006,burglary,0,0,0,74,"SCHOOL, PRIVATE, BUILDING"
2006,simpleasslt,1,0,1,44,APARTMENT
2006,fraud,0,0,0,51,DEPARTMENT STORE
2006,threat,0,0,0,11,RESIDENCE
2006,vandalism,0,0,0,41,RESIDENCE
2006,narcotics,0,1,0,23,SIDEWALK
2006,sexualasslt,1,0,0,38,OTHER
2006,vandalism,0,0,1,61,STREET
2006,theft,0,0,0,40,STREET
2006,theft,0,1,0,66,GROCERY FOOD STORE
2006,weapon,0,0,0,25,RESIDENCE
2006,vandalism,0,0,0,18,STREET
2006,vandalism,0,0,0,69,OTHER
2006,simpleasslt,1,1,0,67,JAIL / LOCK-UP FACILITY
2006,theft,0,0,0,26,CTA TRAIN
2006,simpleasslt,1,0,1,30,STREET
2006,threat,0,0,1,69,RESIDENCE
2006,aggasslt,1,0,0,1,SIDEWALK
2006,vandalism,0,0,0,43,RESIDENCE PORCH/HALLWAY
2006,simpleasslt,1,0,0,68,"SCHOOL, PUBLIC, BUILDING"
2006,mvtheft,0,0,0,22,DRIVEWAY - RESIDENTIAL
2006,mvtheft,0,0,0,77,ALLEY
2006,theft,0,0,0,59,OTHER
2006,narcotics,0,1,0,27,SIDEWALK
2006,vandalism,0,0,0,65,STREET
2006,simpleasslt,1,0,0,24,SIDEWALK
2006,theft,0,0,0,4,SIDEWALK
2006,vandalism,0,1,1,49,GAS STATION
2006,mvtheft,0,0,0,73,STREET
2006,sexualasslt,1,1,1,23,RESIDENCE
2006,theft,0,0,0,32,CTA TRAIN
2006,theft,0,0,0,23,STREET
2006,other,0,1,0,1,SIDEWALK
2006,burglary,0,0,0,53,APARTMENT
2006,burglary,0,0,0,49,RESIDENCE
2006,vandalism,0,0,0,67,RESIDENCE
2006,narcotics,0,1,0,26,SIDEWALK
2006,robbery,1,0,0,31,STREET
2006,vandalism,0,0,0,66,STREET
2006,simpleasslt,1,0,1,68,STREET
2006,simpleasslt,1,0,0,67,"SCHOOL, PUBLIC, BUILDING"
2006,theft,0,0,0,42,DEPARTMENT STORE
2006,simpleasslt,1,0,0,69,RESIDENCE
2006,simpleasslt,1,0,1,16,APARTMENT
2006,threat,0,0,0,10,APARTMENT
2006,burglary,0,0,0,35,CHA APARTMENT
2006,theft,0,0,0,8,TAVERN/LIQUOR STORE
2006,vandalism,0,0,0,16,OTHER
2006,narcotics,0,1,0,69,STREET
2006,theft,0,0,0,14,OTHER
2006,vandalism,0,0,0,8,SMALL RETAIL STORE
2006,narcotics,0,1,0,35,CHA PARKING LOT/GROUNDS
2006,other,0,1,0,26,STREET
2006,simpleasslt,1,0,0,43,RESIDENCE
2006,fraud,0,1,0,28,TAXICAB
2006,theft,0,1,0,23,STREET
2006,simpleasslt,1,0,0,73,STREET
2006,simpleasslt,1,0,0,53,SIDEWALK
2006,other,0,1,0,13,STREET
2006,simpleasslt,1,0,0,56,"SCHOOL, PUBLIC, BUILDING"
2006,narcotics,0,1,0,58,SIDEWALK
2006,theft,0,0,0,65,DEPARTMENT STORE
2006,simpleasslt,1,1,1,49,APARTMENT
2006,narcotics,0,1,0,25,SIDEWALK
2006,narcotics,0,1,0,26,SIDEWALK
2006,theft,0,0,0,24,BAR OR TAVERN
2006,simpleasslt,1,0,1,69,APARTMENT
2006,burglary,0,0,0,44,RESIDENCE
2006,narcotics,0,1,0,43,STREET
2006,mvtheft,0,0,0,30,STREET
2007,simpleasslt,1,1,0,32,HOTEL/MOTEL
2007,vandalism,0,1,1,25,APARTMENT
2007,narcotics,0,1,0,52,STREET
2007,theft,0,0,0,41,LIBRARY
2007,narcotics,0,1,0,68,STREET
2006,burglary,0,0,0,30,APARTMENT
2007,sexualasslt,1,1,0,31,RESIDENCE
2007,narcotics,0,1,0,3,SIDEWALK
2007,aggasslt,1,1,0,30,SIDEWALK
2007,weapon,0,1,0,14,STREET
2006,narcotics,0,1,0,53,ALLEY
2007,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2006,robbery,1,0,0,8,STREET
2007,theft,0,0,0,46,STREET
2006,narcotics,0,1,0,23,SIDEWALK
2007,vandalism,0,1,0,62,OTHER
2007,mvtheft,0,0,0,39,STREET
2007,other,0,0,1,2,STREET
2007,simpleasslt,1,1,0,23,STREET
2007,simpleasslt,1,1,0,46,STREET
2007,vandalism,0,0,0,24,COMMERCIAL / BUSINESS OFFICE
2007,mvtheft,0,0,0,73,STREET
2007,narcotics,0,1,0,24,RESIDENCE PORCH/HALLWAY
2007,theft,0,0,0,71,COMMERCIAL / BUSINESS OFFICE
2007,simpleasslt,1,0,1,41,APARTMENT
2006,narcotics,0,1,0,2,SIDEWALK
2006,narcotics,0,1,0,8,CHA PARKING LOT/GROUNDS
2007,other,0,1,0,42,ALLEY
2007,theft,0,0,0,23,RESIDENCE
2006,narcotics,0,1,0,23,ALLEY
2007,vandalism,0,0,0,5,STREET
2007,theft,0,0,0,77,PARKING LOT/GARAGE(NON.RESID.)
2007,simpleasslt,1,0,1,25,APARTMENT
2007,simpleasslt,1,0,0,35,CHA APARTMENT
2007,theft,0,0,0,8,COMMERCIAL / BUSINESS OFFICE
2006,narcotics,0,1,0,35,STREET
2007,threat,0,0,0,26,RESIDENCE
2007,narcotics,0,1,0,68,STREET
2007,theft,0,0,0,76,AIRPORT/AIRCRAFT
2007,theft,0,0,0,34,STREET
2007,robbery,1,0,0,69,STREET
2007,narcotics,0,1,0,73,STREET
2006,other,0,1,0,25,STREET
2007,other,0,0,0,21,RESIDENCE
2007,sexualasslt,1,0,0,27,RESIDENCE
2006,narcotics,0,1,0,25,STREET
2007,vandalism,0,0,0,30,STREET
2007,narcotics,0,1,0,26,STREET
2007,fraud,0,1,0,40,STREET
2006,narcotics,0,1,0,38,STREET
2006,other,0,1,0,25,STREET
2007,robbery,1,0,0,24,SIDEWALK
2007,burglary,0,0,0,64,RESTAURANT
2007,mvtheft,0,0,0,41,STREET
2007,narcotics,0,1,0,13,ALLEY
2007,vandalism,0,0,0,21,STREET
2007,narcotics,0,1,0,28,GAS STATION
2007,theft,0,1,0,63,DEPARTMENT STORE
2007,narcotics,0,1,0,27,STREET
2007,narcotics,0,1,0,67,RESTAURANT
2007,burglary,0,0,0,44,APARTMENT
2007,other,0,1,0,56,STREET
2006,narcotics,0,1,0,25,STREET
2007,burglary,0,0,0,29,WAREHOUSE
2007,theft,0,1,0,6,SMALL RETAIL STORE
2007,theft,0,0,0,37,ALLEY
2007,aggasslt,1,0,0,40,SIDEWALK
2007,aggasslt,1,0,0,49,STREET
2007,burglary,0,0,1,66,APARTMENT
2007,vandalism,0,0,0,69,STREET
2007,arson,0,0,0,23,RESIDENCE
2007,other,0,0,0,73,STREET
2007,vandalism,0,1,0,64,SMALL RETAIL STORE
2007,simpleasslt,1,0,1,28,RESIDENCE
2007,aggasslt,1,1,1,31,STREET
2007,theft,0,1,0,35,DRUG STORE
2007,fraud,0,0,0,69,RESIDENCE
2007,simpleasslt,1,0,0,22,APARTMENT
2007,vandalism,0,0,0,26,STREET
2007,fraud,0,0,0,49,VEHICLE NON-COMMERCIAL
2007,burglary,0,1,0,40,RESIDENCE
2007,sexualasslt,1,0,0,73,RESIDENCE-GARAGE
2007,simpleasslt,1,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2007,theft,0,0,0,35,HOSPITAL BUILDING/GROUNDS
2007,theft,0,0,0,24,OTHER
2007,vandalism,0,0,0,74,PARK PROPERTY
2007,narcotics,0,1,0,67,STREET
2007,simpleasslt,1,0,0,30,STREET
2007,theft,0,0,0,68,RESIDENCE
2007,simpleasslt,1,1,0,21,APARTMENT
2007,narcotics,0,1,0,23,STREET
2007,trespass,0,1,0,31,FACTORY/MANUFACTURING BUILDING
2007,theft,0,0,0,7,STREET
2007,simpleasslt,1,0,0,70,SIDEWALK
2007,trespass,0,1,0,33,CHA HALLWAY/STAIRWELL/ELEVATOR
2007,narcotics,0,1,0,42,STREET
2007,simpleasslt,1,0,1,25,SIDEWALK
2007,theft,0,0,0,24,SIDEWALK
2007,simpleasslt,1,1,0,6,SIDEWALK
2007,sexualasslt,1,0,0,53,APARTMENT
2007,simpleasslt,1,0,1,29,RESIDENCE
2007,other,0,1,0,30,STREET
2007,simpleasslt,1,1,1,67,APARTMENT
2007,simpleasslt,1,1,0,58,SIDEWALK
2007,narcotics,0,1,0,53,VEHICLE NON-COMMERCIAL
2007,narcotics,0,1,0,25,OTHER
2007,trespass,0,1,0,42,RESTAURANT
2007,vandalism,0,0,0,46,APARTMENT
2007,threat,0,1,1,43,VEHICLE NON-COMMERCIAL
2007,aggasslt,1,0,0,46,SIDEWALK
2007,simpleasslt,1,1,0,10,"SCHOOL, PUBLIC, BUILDING"
2007,threat,0,0,1,69,RESIDENCE
2007,burglary,0,0,0,56,RESIDENCE
2007,burglary,0,0,0,29,RESIDENCE
2007,narcotics,0,1,0,24,"SCHOOL, PUBLIC, BUILDING"
2007,threat,0,0,0,38,RESIDENCE
2007,theft,0,0,0,11,RESIDENTIAL YARD (FRONT/BACK)
2007,simpleasslt,1,0,1,56,RESIDENCE
2007,robbery,1,0,0,6,STREET
2007,theft,0,0,0,24,STREET
2006,other,0,1,0,29,STREET
2007,simpleasslt,1,0,1,44,APARTMENT
2007,theft,0,0,0,2,OTHER
2007,simpleasslt,1,1,1,69,APARTMENT
2007,mvtheft,0,0,0,43,STREET
2007,vandalism,0,0,0,71,STREET
2007,fraud,0,0,0,24,OTHER
2007,theft,0,0,1,49,RESIDENCE
2007,vandalism,0,0,1,53,RESIDENCE
2007,theft,0,0,0,25,STREET
2007,theft,0,0,0,7,ATHLETIC CLUB
2007,simpleasslt,1,0,0,45,RESTAURANT
2007,theft,0,0,0,19,STREET
2007,burglary,0,0,0,40,OTHER
2007,simpleasslt,1,0,1,23,RESIDENCE
2007,simpleasslt,1,1,0,29,SIDEWALK
2007,simpleasslt,1,0,1,43,RESIDENCE
2007,trespass,0,1,0,3,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2007,theft,0,0,0,44,RESIDENCE
2007,mvtheft,0,0,0,25,PARKING LOT/GARAGE(NON.RESID.)
2007,vandalism,0,1,0,43,RESIDENCE
2007,weapon,0,1,0,53,RESIDENCE
2007,vandalism,0,0,0,22,STREET
2007,burglary,0,0,0,22,RESIDENCE-GARAGE
2007,simpleasslt,1,1,1,24,SIDEWALK
2007,simpleasslt,1,0,0,46,RESIDENCE
2007,trespass,0,1,0,32,PARKING LOT/GARAGE(NON.RESID.)
2007,theft,0,0,0,75,STREET
2007,narcotics,0,1,0,29,VEHICLE NON-COMMERCIAL
2007,theft,0,0,0,6,BAR OR TAVERN
2007,threat,0,0,0,29,RESIDENCE
2007,narcotics,0,1,0,61,VEHICLE NON-COMMERCIAL
2007,mvtheft,0,0,0,45,STREET
2007,vandalism,0,0,0,61,STREET
2007,vandalism,0,0,0,19,STREET
2007,robbery,1,1,0,25,DRUG STORE
2007,simpleasslt,1,0,0,31,RESIDENCE
2007,narcotics,0,1,0,23,OTHER
2007,burglary,0,0,0,15,RESIDENCE
2007,narcotics,0,1,0,61,PARK PROPERTY
2007,theft,0,1,0,53,DRUG STORE
2007,idtheft,0,0,0,28,OTHER
2007,aggasslt,1,0,0,29,STREET
2007,theft,0,0,0,2,PARK PROPERTY
2007,simpleasslt,1,1,0,53,GAS STATION
2007,aggasslt,1,0,0,53,ALLEY
2007,theft,0,0,0,19,TAVERN/LIQUOR STORE
2007,aggasslt,1,1,0,24,VEHICLE NON-COMMERCIAL
2007,narcotics,0,1,0,65,PARKING LOT/GARAGE(NON.RESID.)
2007,fraud,0,0,0,19,TAXICAB
2007,aggasslt,1,0,0,66,STREET
2007,simpleasslt,1,0,0,43,SIDEWALK
2007,robbery,1,1,0,15,SIDEWALK
2007,burglary,0,0,0,53,RESIDENCE-GARAGE
2007,simpleasslt,1,1,0,28,CHA APARTMENT
2007,theft,0,0,0,58,PARKING LOT/GARAGE(NON.RESID.)
2007,mvtheft,0,0,0,40,STREET
2007,narcotics,0,1,0,53,STREET
2007,theft,0,1,0,33,GROCERY FOOD STORE
2007,other,0,1,0,25,STREET
2007,theft,0,0,0,53,STREET
2007,vandalism,0,1,0,49,STREET
2007,narcotics,0,1,0,25,STREET
2007,theft,0,0,0,40,PARK PROPERTY
2007,narcotics,0,1,0,26,SIDEWALK
2007,theft,0,0,0,3,SIDEWALK
2007,other,0,1,0,2,STREET
2007,theft,0,0,0,20,VEHICLE NON-COMMERCIAL
2007,simpleasslt,1,0,1,35,PARK PROPERTY
2007,theft,0,0,0,66,STREET
2007,aggasslt,1,0,0,25,SIDEWALK
2007,vandalism,0,0,0,25,STREET
2007,burglary,0,0,0,19,RESIDENCE-GARAGE
2007,narcotics,0,1,0,44,STREET
2007,narcotics,0,1,0,48,STREET
2007,narcotics,0,0,0,29,SIDEWALK
2007,theft,0,0,0,1,STREET
2007,simpleasslt,1,0,0,23,SIDEWALK
2007,fraud,0,0,0,28,FEDERAL BUILDING
2007,simpleasslt,1,0,0,23,STREET
2007,burglary,0,0,0,73,RESIDENCE
2007,aggasslt,1,0,0,47,RESIDENCE PORCH/HALLWAY
2007,vandalism,0,0,0,71,APARTMENT
2007,theft,0,0,0,3,STREET
2007,vandalism,0,1,0,60,STREET
2007,narcotics,0,1,0,66,VEHICLE NON-COMMERCIAL
2007,narcotics,0,1,0,61,ALLEY
2007,simpleasslt,1,0,0,68,RESIDENCE PORCH/HALLWAY
2007,aggasslt,1,1,0,49,RESIDENCE PORCH/HALLWAY
2007,theft,0,0,0,6,SIDEWALK
2007,narcotics,0,1,0,68,SIDEWALK
2007,narcotics,0,1,0,68,STREET
2007,threat,0,0,0,14,RESIDENCE
2007,simpleasslt,1,0,0,49,RESIDENCE
2007,burglary,0,0,0,67,APARTMENT
2007,burglary,0,0,0,66,RESIDENCE
2007,narcotics,0,1,0,67,STREET
2007,other,0,1,0,7,SMALL RETAIL STORE
2007,mvtheft,0,0,0,60,STREET
2007,theft,0,0,0,66,SMALL RETAIL STORE
2007,vandalism,0,0,0,70,VEHICLE NON-COMMERCIAL
2007,robbery,1,0,0,44,SIDEWALK
2007,vandalism,0,0,0,38,RESIDENCE
2007,simpleasslt,1,0,0,44,APARTMENT
2007,threat,0,1,1,23,RESIDENCE PORCH/HALLWAY
2007,simpleasslt,1,0,1,68,RESIDENCE
2007,simpleasslt,1,0,0,2,APARTMENT
2007,trespass,0,1,0,25,DRUG STORE
2007,narcotics,0,1,0,44,SIDEWALK
2007,narcotics,0,1,0,35,STREET
2007,theft,0,0,0,40,RESIDENCE
2007,narcotics,0,1,0,48,STREET
2007,simpleasslt,1,0,0,23,RESIDENCE
2007,other,0,1,0,46,"SCHOOL, PUBLIC, GROUNDS"
2007,trespass,0,1,0,32,COMMERCIAL / BUSINESS OFFICE
2007,simpleasslt,1,0,0,8,CHA HALLWAY/STAIRWELL/ELEVATOR
2007,simpleasslt,1,0,0,44,STREET
2007,simpleasslt,1,1,0,28,"SCHOOL, PUBLIC, BUILDING"
2007,robbery,1,0,0,18,ALLEY
2007,simpleasslt,1,0,0,2,APARTMENT
2007,mvtheft,0,0,0,8,STREET
2007,fraud,0,0,0,50,RESIDENCE
2007,vandalism,0,0,0,67,STREET
2007,simpleasslt,1,1,0,16,COMMERCIAL / BUSINESS OFFICE
2007,robbery,1,0,0,43,OTHER
2007,aggasslt,1,0,0,43,STREET
2007,simpleasslt,1,0,1,50,RESIDENCE
2007,simpleasslt,1,0,0,30,STREET
2007,simpleasslt,1,0,1,68,STREET
2007,vandalism,0,0,0,27,STREET
2007,fraud,0,1,0,29,CTA PLATFORM
2007,mvtheft,0,1,0,8,GAS STATION
2007,simpleasslt,1,0,1,19,RESIDENCE
2007,burglary,0,0,0,25,RESIDENCE-GARAGE
2007,mvtheft,0,0,0,61,STREET
2007,threat,0,0,0,69,RESIDENCE
2007,vandalism,0,0,0,66,SMALL RETAIL STORE
2007,vandalism,0,0,0,46,RESIDENCE
2007,narcotics,0,1,0,3,SIDEWALK
2007,threat,0,0,0,51,RESIDENCE
2007,simpleasslt,1,0,0,32,GOVERNMENT BUILDING/PROPERTY
2007,simpleasslt,1,0,0,24,SIDEWALK
2007,theft,0,0,0,,STREET
2007,other,0,0,0,44,STREET
2007,theft,0,0,0,39,PARKING LOT/GARAGE(NON.RESID.)
2007,aggasslt,1,0,0,67,SIDEWALK
2007,theft,0,0,0,6,STREET
2007,simpleasslt,1,1,0,44,SIDEWALK
2007,fraud,0,0,0,30,BANK
2007,trespass,0,1,0,56,AIRPORT/AIRCRAFT
2007,aggasslt,1,0,0,8,CHA PARKING LOT/GROUNDS
2007,simpleasslt,1,0,0,5,APARTMENT
2007,simpleasslt,1,0,1,27,RESIDENCE
2007,burglary,0,0,0,12,RESIDENCE
2007,threat,0,0,0,35,RESIDENCE
2007,aggasslt,1,0,0,38,STREET
2007,theft,0,0,0,71,CTA BUS
2007,theft,0,0,0,32,STREET
2007,simpleasslt,1,1,1,15,SIDEWALK
2007,aggasslt,1,0,1,42,APARTMENT
2007,narcotics,0,1,0,23,SIDEWALK
2007,threat,0,0,0,40,RESIDENCE
2007,simpleasslt,1,0,0,37,CTA TRAIN
2007,robbery,1,0,0,28,VEHICLE NON-COMMERCIAL
2007,theft,0,0,0,53,STREET
2007,narcotics,0,1,0,4,STREET
2007,mvtheft,0,0,0,69,STREET
2007,burglary,0,0,0,19,APARTMENT
2007,mvtheft,0,0,0,39,STREET
2007,simpleasslt,1,0,0,35,RESTAURANT
2007,mvtheft,0,0,0,69,STREET
2007,vandalism,0,0,0,44,STREET
2007,threat,0,1,1,22,RESTAURANT
2007,mvtheft,0,0,0,28,STREET
2007,burglary,0,0,0,4,RESIDENCE
2007,weapon,0,1,0,68,SIDEWALK
2007,theft,0,0,0,2,RESIDENCE
2007,theft,0,1,0,31,GROCERY FOOD STORE
2007,theft,0,0,0,8,VEHICLE NON-COMMERCIAL
2007,vandalism,0,0,0,3,STREET
2007,burglary,0,0,0,29,VEHICLE NON-COMMERCIAL
2007,narcotics,0,1,0,30,TAVERN/LIQUOR STORE
2007,theft,0,0,0,35,STREET
2007,simpleasslt,1,0,0,67,SIDEWALK
2007,vandalism,0,0,0,58,APARTMENT
2007,other,0,1,0,25,STREET
2007,vandalism,0,0,0,42,APARTMENT
2007,aggasslt,1,0,0,68,STREET
2006,theft,0,0,0,23,RESIDENCE
2007,theft,0,0,0,42,HOSPITAL BUILDING/GROUNDS
2007,simpleasslt,1,1,0,56,AIRPORT/AIRCRAFT
2007,simpleasslt,1,0,1,73,RESIDENCE
2007,simpleasslt,1,0,0,8,OTHER
2007,vandalism,0,0,0,68,PARKING LOT/GARAGE(NON.RESID.)
2007,vandalism,0,0,0,2,COMMERCIAL / BUSINESS OFFICE
2007,narcotics,0,1,0,66,STREET
2007,theft,0,0,0,7,STREET
2007,aggasslt,1,0,0,63,SMALL RETAIL STORE
2007,theft,0,0,0,27,CONSTRUCTION SITE
2007,simpleasslt,1,1,1,69,OTHER
2007,simpleasslt,1,1,0,53,RESIDENCE
2007,fraud,0,1,0,76,AIRPORT/AIRCRAFT
2007,robbery,1,0,0,30,SIDEWALK
2007,trespass,0,1,0,61,APARTMENT
2007,robbery,1,0,1,23,RESIDENCE
2007,simpleasslt,1,0,0,1,RESIDENCE PORCH/HALLWAY
2007,robbery,1,0,0,71,STREET
2007,theft,0,0,0,37,DEPARTMENT STORE
2007,narcotics,0,1,0,26,SIDEWALK
2007,other,0,1,0,5,STREET
2007,aggasslt,1,1,1,44,APARTMENT
2007,other,0,1,0,61,STREET
2007,narcotics,0,1,0,44,RESIDENCE
2007,vandalism,0,0,0,24,STREET
2007,theft,0,0,0,25,DRIVEWAY - RESIDENTIAL
2007,theft,0,0,0,6,STREET
2007,mvtheft,0,0,0,22,STREET
2007,mvtheft,0,0,0,31,STREET
2007,mvtheft,0,0,0,69,STREET
2008,simpleasslt,1,0,0,7,"SCHOOL, PRIVATE, GROUNDS"
2008,narcotics,0,1,0,27,SIDEWALK
2008,theft,0,1,0,28,DRUG STORE
2008,aggasslt,1,0,0,43,RESIDENCE
2008,theft,0,0,0,58,OTHER
2008,robbery,1,0,0,68,SIDEWALK
2007,simpleasslt,1,0,0,27,OTHER
2008,theft,0,0,0,67,STREET
2008,burglary,0,0,0,15,RESIDENCE-GARAGE
2008,trespass,0,1,0,22,RESTAURANT
2007,narcotics,0,0,0,50,STREET
2008,simpleasslt,1,0,1,17,RESIDENCE
2008,simpleasslt,1,0,1,53,RESIDENCE
2008,robbery,1,0,0,15,STREET
2008,narcotics,0,1,0,66,SIDEWALK
2008,narcotics,0,1,0,25,SIDEWALK
2008,robbery,1,0,0,24,SIDEWALK
2008,narcotics,0,1,0,25,SIDEWALK
2008,trespass,0,0,0,7,CHA PARKING LOT/GROUNDS
2008,threat,0,0,0,75,RESIDENCE
2008,vandalism,0,0,0,40,OTHER
2008,simpleasslt,1,0,1,44,APARTMENT
2008,theft,0,0,0,58,STREET
2008,other,0,1,0,23,"SCHOOL, PUBLIC, BUILDING"
2008,narcotics,0,1,0,25,STREET
2008,other,0,1,0,25,STREET
2008,theft,0,0,0,38,APARTMENT
2008,burglary,0,0,0,67,APARTMENT
2008,simpleasslt,1,0,0,14,APARTMENT
2008,theft,0,0,0,28,CHA APARTMENT
2008,narcotics,0,1,0,23,SIDEWALK
2008,theft,0,1,0,8,VEHICLE NON-COMMERCIAL
2008,vandalism,0,0,0,31,COMMERCIAL / BUSINESS OFFICE
2008,narcotics,0,1,0,2,STREET
2008,simpleasslt,1,0,1,63,APARTMENT
2008,vandalism,0,0,0,32,STREET
2008,vandalism,0,0,0,61,COMMERCIAL / BUSINESS OFFICE
2008,narcotics,0,1,0,67,SIDEWALK
2008,simpleasslt,1,0,0,8,RESIDENCE
2008,theft,0,0,0,15,APARTMENT
2008,theft,0,0,0,32,PARKING LOT/GARAGE(NON.RESID.)
2008,narcotics,0,1,0,23,SIDEWALK
2008,aggasslt,1,1,0,16,RESTAURANT
2008,narcotics,0,1,0,27,SIDEWALK
2008,theft,0,0,0,38,RESIDENCE
2008,theft,0,0,0,24,STREET
2008,simpleasslt,1,1,1,24,CHA APARTMENT
2008,theft,0,0,0,25,CHURCH/SYNAGOGUE/PLACE OF WORSHIP
2008,arson,0,0,0,77,RESIDENCE
2008,theft,0,0,0,58,TAVERN/LIQUOR STORE
2008,threat,0,0,0,22,RESIDENCE
2008,robbery,1,0,0,38,SIDEWALK
2008,fraud,0,0,0,22,SMALL RETAIL STORE
2008,theft,0,1,0,28,APARTMENT
2008,vandalism,0,0,0,23,STREET
2008,fraud,0,0,0,28,APARTMENT
2007,idtheft,0,0,0,24,HOSPITAL BUILDING/GROUNDS
2008,theft,0,0,0,17,GROCERY FOOD STORE
2008,narcotics,0,1,0,23,SIDEWALK
2008,simpleasslt,1,0,1,23,APARTMENT
2008,aggasslt,1,1,0,43,SMALL RETAIL STORE
2008,threat,0,1,0,63,RESIDENCE
2008,simpleasslt,1,0,0,30,SIDEWALK
2008,simpleasslt,1,0,0,46,APARTMENT
2008,sexualasslt,1,0,0,25,APARTMENT
2008,theft,0,0,0,3,PARKING LOT/GARAGE(NON.RESID.)
2008,simpleasslt,1,0,1,43,APARTMENT
2008,vandalism,0,0,0,69,RESIDENCE-GARAGE
2008,burglary,0,0,0,26,RESIDENCE
2008,mvtheft,0,0,0,44,STREET
2008,theft,0,0,0,25,DEPARTMENT STORE
2008,narcotics,0,1,0,25,RESIDENCE
2008,simpleasslt,1,0,1,2,APARTMENT
2008,simpleasslt,1,0,0,8,CHA PARKING LOT/GROUNDS
2008,vandalism,0,0,0,14,DRIVEWAY - RESIDENTIAL
2008,burglary,0,0,0,70,RESIDENCE-GARAGE
2008,vandalism,0,1,0,16,APARTMENT
2008,simpleasslt,1,0,0,3,SIDEWALK
2008,burglary,0,0,0,5,RESIDENCE
2008,vandalism,0,0,0,19,RESIDENCE
2008,theft,0,1,0,66,DEPARTMENT STORE
2008,narcotics,0,1,0,13,STREET
2008,other,0,1,0,71,"SCHOOL, PUBLIC, BUILDING"
2008,trespass,0,1,0,35,CHA PARKING LOT/GROUNDS
2008,narcotics,0,1,0,71,STREET
2008,mvtheft,0,0,0,25,ALLEY
2008,theft,0,0,0,32,OTHER
2008,weapon,0,1,0,23,STREET
2008,theft,0,1,0,17,STREET
2008,threat,0,0,0,73,RESIDENCE
2008,idtheft,0,0,0,19,APARTMENT
2008,threat,0,0,1,29,APARTMENT
2008,theft,0,0,0,2,RESIDENCE
2008,fraud,0,0,0,24,OTHER
2008,theft,0,0,0,38,VACANT LOT/LAND
2008,idtheft,0,0,0,7,RESIDENCE
2008,vandalism,0,0,0,9,OTHER
2008,threat,0,0,1,66,RESIDENCE
2008,simpleasslt,1,0,0,30,GROCERY FOOD STORE
2008,trespass,0,1,0,35,CHA HALLWAY/STAIRWELL/ELEVATOR
2008,simpleasslt,1,1,0,43,STREET
2008,burglary,0,0,0,6,RESIDENCE
2008,vandalism,0,0,0,63,STREET
2008,narcotics,0,1,0,69,SIDEWALK
2008,simpleasslt,1,0,1,43,RESIDENCE PORCH/HALLWAY
2008,simpleasslt,1,0,1,23,RESIDENCE
2008,robbery,1,0,0,54,SIDEWALK
2008,vandalism,0,0,0,16,STREET
2008,theft,0,0,0,32,CTA TRAIN
2008,vandalism,0,0,0,16,PARKING LOT/GARAGE(NON.RESID.)
2008,vandalism,0,0,0,61,RESIDENCE
2008,simpleasslt,1,1,1,30,SIDEWALK
2008,theft,0,0,0,24,PARKING LOT/GARAGE(NON.RESID.)
2008,narcotics,0,1,0,56,CHA PARKING LOT/GROUNDS
2008,vandalism,0,1,0,22,RESIDENCE
2008,mvtheft,0,0,0,66,STREET
2008,robbery,1,0,0,27,STREET
2008,theft,0,1,0,22,DEPARTMENT STORE
2008,robbery,1,0,0,28,PARKING LOT/GARAGE(NON.RESID.)
2008,vandalism,0,0,0,25,RESIDENCE
2008,burglary,0,0,0,43,RESIDENCE
2008,simpleasslt,1,0,1,31,RESIDENCE
2008,trespass,0,0,0,73,GAS STATION
2008,simpleasslt,1,0,0,3,PARK PROPERTY
2008,simpleasslt,1,0,1,67,RESIDENCE
2008,trespass,0,1,0,19,PARKING LOT/GARAGE(NON.RESID.)
2008,simpleasslt,1,0,0,38,CTA PLATFORM
2008,theft,0,1,0,51,DEPARTMENT STORE
2008,simpleasslt,1,0,0,46,CTA BUS
2008,simpleasslt,1,1,0,13,RESIDENCE
2008,simpleasslt,1,0,0,6,ALLEY
2008,burglary,0,0,0,19,APARTMENT
2008,theft,0,0,0,60,OTHER
2008,theft,0,0,0,46,DRUG STORE
2008,theft,0,0,0,24,RESIDENCE
2008,simpleasslt,1,0,0,35,OTHER
2008,theft,0,0,0,68,RESIDENCE
2008,mvtheft,0,1,0,6,STREET
2008,narcotics,0,1,0,63,STREET
2008,vandalism,0,0,0,56,RESIDENCE
2008,aggasslt,1,0,0,46,SIDEWALK
2008,simpleasslt,1,1,0,31,RESIDENCE
2008,aggasslt,1,1,0,27,STREET
2008,simpleasslt,1,0,1,71,RESIDENCE
2008,vandalism,0,0,0,31,STREET
2008,simpleasslt,1,0,0,19,RESIDENCE
2008,simpleasslt,1,0,0,20,OTHER
